AÑO,MES,UBIGEO_HECHO,DPTO_HECHO,PROV_HECHO,DIST_HECHO,SEXO,RANGO_EDAD,NACIONALIDAD,CANTIDAD
2025,02,250302,UCAYALI,PADRE ABAD,IRAZOLA,M,30-59 AÑOS,PERÚ,1
2019,01,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,M,12-17 AÑOS,PERÚ,8
2019,03,200110,PIURA,PIURA,LA UNION,M,18-29 AÑOS,PERÚ,1
2022,10,150110,LIMA METROPOLITANA,LIMA,COMAS,F,30-59 AÑOS,PERÚ,3
2025,12,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,M,18-29 AÑOS,PERÚ,2
2023,10,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,M,60 A MAS AÑOS,PERÚ,2
2020,08,200601,PIURA,SULLANA,SULLANA,M,30-59 AÑOS,PERÚ,2
2022,06,080406,CUSCO,CALCA,SAN SALVADOR,M,30-59 AÑOS,PERÚ,1
2025,10,040108,AREQUIPA,AREQUIPA,LA JOYA,F,12-17 AÑOS,PERÚ,1
2024,09,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,F,30-59 AÑOS,PERÚ,1
2023,04,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,60 A MAS AÑOS,PERÚ,1
2023,02,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,F,18-29 AÑOS,PERÚ,2
2019,05,040112,AREQUIPA,AREQUIPA,PAUCARPATA,M,60 A MAS AÑOS,PERÚ,2
2020,10,200107,PIURA,PIURA,CURA MORI,M,18-29 AÑOS,PERÚ,1
2023,05,160101,LORETO,MAYNAS,IQUITOS,F,12-17 AÑOS,PERÚ,8
2023,11,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,60 A MAS AÑOS,PERÚ,1
2025,12,250105,UCAYALI,CORONEL PORTILLO,YARINACOCHA,F,12-17 AÑOS,PERÚ,5
2023,09,120604,JUNÍN,SATIPO,MAZAMARI,M,12-17 AÑOS,VENEZUELA,1
2019,01,070102,CALLAO,CALLAO,BELLAVISTA,M,60 A MAS AÑOS,PERÚ,1
2021,12,050102,AYACUCHO,HUAMANGA,ACOCRO,M,60 A MAS AÑOS,PERÚ,1
2021,02,190305,PASCO,OXAPAMPA,POZUZO,F,12-17 AÑOS,PERÚ,1
2021,05,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,60 A MAS AÑOS,PERÚ,2
2025,12,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,M,30-59 AÑOS,VENEZUELA,1
2025,02,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,12-17 AÑOS,PERÚ,2
2023,12,081105,CUSCO,PAUCARTAMBO,HUANCARANI,F,12-17 AÑOS,PERÚ,3
2023,06,150110,LIMA METROPOLITANA,LIMA,COMAS,M,18-29 AÑOS,PERÚ,2
2021,07,060601,CAJAMARCA,CUTERVO,CUTERVO,F,18-29 AÑOS,PERÚ,1
2020,11,150901,REGIÓN LIMA,OYON,OYON,M,30-59 AÑOS,PERÚ,1
2022,03,050101,AYACUCHO,HUAMANGA,AYACUCHO,F,12-17 AÑOS,PERÚ,9
2025,08,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,F,12-17 AÑOS,PERÚ,6
2025,10,210112,PUNO,PUNO,PLATERIA,M,30-59 AÑOS,PERÚ,1
2019,04,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,M,30-59 AÑOS,PERÚ,1
2025,05,150801,REGIÓN LIMA,HUAURA,HUACHO,F,30-59 AÑOS,PERÚ,1
2021,11,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,F,18-29 AÑOS,PERÚ,1
2021,12,040110,AREQUIPA,AREQUIPA,MIRAFLORES,M,60 A MAS AÑOS,PERÚ,1
2020,01,200706,PIURA,TALARA,MANCORA,M,30-59 AÑOS,VENEZUELA,1
2020,05,021809,ÁNCASH,SANTA,NUEVO CHIMBOTE,M,60 A MAS AÑOS,PERÚ,1
2021,08,040101,AREQUIPA,AREQUIPA,AREQUIPA,F,0-5 AÑOS,PERÚ,1
2024,11,140112,LAMBAYEQUE,CHICLAYO,PIMENTEL,F,12-17 AÑOS,PERÚ,3
2021,05,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,M,30-59 AÑOS,PERÚ,1
2023,04,040101,AREQUIPA,AREQUIPA,AREQUIPA,M,18-29 AÑOS,PERÚ,1
2023,12,150140,LIMA METROPOLITANA,LIMA,SANTIAGO DE SURCO,F,12-17 AÑOS,PERÚ,1
2024,12,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,6-11 AÑOS,PERÚ,1
2024,07,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,60 A MAS AÑOS,PERÚ,3
2023,11,110101,ICA,ICA,ICA,F,12-17 AÑOS,PERÚ,4
2025,05,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,60 A MAS AÑOS,PERÚ,2
2025,02,030213,APURIMAC,ANDAHUAYLAS,SAN JERONIMO,M,30-59 AÑOS,PERÚ,1
2019,03,080301,CUSCO,ANTA,ANTA,F,18-29 AÑOS,PERÚ,1
2020,02,220909,SAN MARTÍN,SAN MARTIN,LA BANDA DE SHILCAYO,F,30-59 AÑOS,PERÚ,1
2025,07,110305,ICA,NAZCA,VISTA ALEGRE,F,18-29 AÑOS,PERÚ,1
2022,09,080901,CUSCO,LA CONVENCION,SANTA ANA,F,12-17 AÑOS,ESPAÑA,1
2019,08,150806,REGIÓN LIMA,HUAURA,HUAURA,F,12-17 AÑOS,PERÚ,1
2022,06,120101,JUNÍN,HUANCAYO,HUANCAYO,M,6-11 AÑOS,PERÚ,1
2022,11,080801,CUSCO,ESPINAR,ESPINAR,F,6-11 AÑOS,PERÚ,2
2025,11,150103,LIMA METROPOLITANA,LIMA,ATE,F,0-5 AÑOS,PERÚ,1
2020,11,150601,REGIÓN LIMA,HUARAL,HUARAL,F,18-29 AÑOS,PERÚ,1
2022,10,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12-17 AÑOS,PERÚ,2
2021,07,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,M,18-29 AÑOS,PERÚ,1
2022,02,080106,CUSCO,CUSCO,SANTIAGO,M,12-17 AÑOS,PERÚ,4
2023,04,200401,PIURA,MORROPON,CHULUCANAS,M,18-29 AÑOS,PERÚ,2
2023,02,140118,LAMBAYEQUE,CHICLAYO,POMALCA,F,12-17 AÑOS,PERÚ,1
2021,09,200408,PIURA,MORROPON,SANTA CATALINA DE MOSSA,M,60 A MAS AÑOS,PERÚ,1
2022,06,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,12-17 AÑOS,PERÚ,1
2020,07,140101,LAMBAYEQUE,CHICLAYO,CHICLAYO,M,18-29 AÑOS,VENEZUELA,1
2024,10,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,12-17 AÑOS,PERÚ,3
2025,09,080801,CUSCO,ESPINAR,ESPINAR,F,18-29 AÑOS,PERÚ,1
2024,05,150101,LIMA METROPOLITANA,LIMA,LIMA,F,60 A MAS AÑOS,PERÚ,6
2023,01,150135,LIMA METROPOLITANA,LIMA,SAN MARTIN DE PORRES,F,6-11 AÑOS,PERÚ,1
2025,08,110301,ICA,NAZCA,NAZCA,F,12-17 AÑOS,PERÚ,2
2023,05,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,12-17 AÑOS,VENEZUELA,1
2019,09,080108,CUSCO,CUSCO,WANCHAQ,M,18-29 AÑOS,PERÚ,1
2020,07,140105,LAMBAYEQUE,CHICLAYO,JOSE LEONARDO ORTIZ,M,30-59 AÑOS,PERÚ,1
2019,07,030401,APURIMAC,AYMARAES,CHALHUANCA,M,60 A MAS AÑOS,PERÚ,1
2024,09,210109,PUNO,PUNO,MAÑAZO,F,18-29 AÑOS,PERÚ,1
2022,04,040121,AREQUIPA,AREQUIPA,SANTA RITA DE SIGUAS,F,12-17 AÑOS,PERÚ,1
2022,09,081101,CUSCO,PAUCARTAMBO,PAUCARTAMBO,F,12-17 AÑOS,PERÚ,2
2019,07,020101,ÁNCASH,HUARAZ,HUARAZ,M,12-17 AÑOS,PERÚ,2
2022,03,240101,TUMBES,TUMBES,TUMBES,F,12-17 AÑOS,PERÚ,1
2021,10,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,F,18-29 AÑOS,PERÚ,3
2019,12,130105,LA LIBERTAD,TRUJILLO,LA ESPERANZA,M,60 A MAS AÑOS,PERÚ,1
2019,04,200602,PIURA,SULLANA,BELLAVISTA,M,18-29 AÑOS,PERÚ,1
2025,04,150714,REGIÓN LIMA,HUAROCHIRI,RICARDO PALMA,M,60 A MAS AÑOS,PERÚ,1
2019,07,200701,PIURA,TALARA,PARIÑAS,M,6-11 AÑOS,PERÚ,1
2019,08,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,F,12-17 AÑOS,PERÚ,7
2022,09,060110,CAJAMARCA,CAJAMARCA,MATARA,F,12-17 AÑOS,PERÚ,1
2019,01,110106,ICA,ICA,PARCONA,F,60 A MAS AÑOS,PERÚ,1
2019,11,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,18-29 AÑOS,PERÚ,4
2024,02,080106,CUSCO,CUSCO,SANTIAGO,F,18-29 AÑOS,PERÚ,2
2023,05,150119,LIMA METROPOLITANA,LIMA,LURIN,M,18-29 AÑOS,PERÚ,2
2020,01,070106,CALLAO,CALLAO,VENTANILLA,F,30-59 AÑOS,PERÚ,3
2019,03,250102,UCAYALI,CORONEL PORTILLO,CAMPOVERDE,F,12-17 AÑOS,PERÚ,1
2020,03,130401,LA LIBERTAD,CHEPEN,CHEPEN,M,30-59 AÑOS,PERÚ,1
2024,05,150728,REGIÓN LIMA,HUAROCHIRI,SANTA EULALIA,M,30-59 AÑOS,PERÚ,1
2021,06,160112,LORETO,MAYNAS,BELEN,M,18-29 AÑOS,PERÚ,1
2025,05,150119,LIMA METROPOLITANA,LIMA,LURIN,F,12-17 AÑOS,PERÚ,1
2020,01,070102,CALLAO,CALLAO,BELLAVISTA,M,12-17 AÑOS,PERÚ,1
2020,10,070101,CALLAO,CALLAO,CALLAO,F,12-17 AÑOS,VENEZUELA,1
2023,02,150144,LIMA METROPOLITANA,LIMA,PUEBLO LIBRE,M,60 A MAS AÑOS,PERÚ,1
2020,10,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,18-29 AÑOS,PERÚ,1
2024,10,130111,LA LIBERTAD,TRUJILLO,VICTOR LARCO HERRERA,F,12-17 AÑOS,PERÚ,3
2020,05,130702,LA LIBERTAD,PACASMAYO,GUADALUPE,M,30-59 AÑOS,PERÚ,1
2021,02,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,VENEZUELA,1
2024,10,140106,LAMBAYEQUE,CHICLAYO,LA VICTORIA,M,18-29 AÑOS,PERÚ,1
2024,03,050101,AYACUCHO,HUAMANGA,AYACUCHO,M,18-29 AÑOS,PERÚ,1
2022,11,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,M,12-17 AÑOS,VENEZUELA,1
2021,06,150505,REGIÓN LIMA,CAÑETE,CHILCA,F,60 A MAS AÑOS,PERÚ,1
2025,08,120601,JUNÍN,SATIPO,SATIPO,M,30-59 AÑOS,PERÚ,1
2025,03,170302,MADRE DE DIOS,TAHUAMANU,IBERIA,M,30-59 AÑOS,BOLIVIA,1
2020,01,060307,CAJAMARCA,CELENDIN,MIGUEL IGLESIAS,M,12-17 AÑOS,PERÚ,1
2020,09,010206,AMAZONAS,BAGUA,BAGUA,M,18-29 AÑOS,PERÚ,1
2025,06,120117,JUNÍN,HUANCAYO,HUALHUAS,F,30-59 AÑOS,PERÚ,1
2024,02,090301,HUANCAVELICA,ANGARAES,LIRCAY,M,30-59 AÑOS,PERÚ,2
2022,09,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,M,30-59 AÑOS,PERÚ,4
2025,11,110101,ICA,ICA,ICA,M,18-29 AÑOS,PERÚ,2
2019,12,140305,LAMBAYEQUE,LAMBAYEQUE,MOCHUMI,F,12-17 AÑOS,PERÚ,1
2019,12,190202,PASCO,DANIEL ALCIDES CARRION,CHACAYAN,F,12-17 AÑOS,PERÚ,1
2021,05,080601,CUSCO,CANCHIS,SICUANI,F,12-17 AÑOS,PERÚ,1
2019,01,140117,LAMBAYEQUE,CHICLAYO,PATAPO,M,30-59 AÑOS,PERÚ,1
2024,02,110201,ICA,CHINCHA,CHINCHA ALTA,F,30-59 AÑOS,PERÚ,1
2019,03,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,F,12-17 AÑOS,PERÚ,4
2025,04,040101,AREQUIPA,AREQUIPA,AREQUIPA,F,12-17 AÑOS,PERÚ,2
2019,03,100601,HUÁNUCO,LEONCIO PRADO,RUPA-RUPA,M,18-29 AÑOS,PERÚ,3
2023,10,150105,LIMA METROPOLITANA,LIMA,BREÑA,M,60 A MAS AÑOS,PERÚ,2
2025,02,150128,LIMA METROPOLITANA,LIMA,RIMAC,M,30-59 AÑOS,PERÚ,1
2021,07,020111,ÁNCASH,HUARAZ,PIRA,F,12-17 AÑOS,PERÚ,1
2023,03,150114,LIMA METROPOLITANA,LIMA,LA MOLINA,M,30-59 AÑOS,PERÚ,1
2019,10,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,11
2025,09,150505,REGIÓN LIMA,CAÑETE,CHILCA,M,60 A MAS AÑOS,PERÚ,1
2020,09,190113,PASCO,PASCO,YANACANCHA,F,12-17 AÑOS,PERÚ,1
2021,02,010307,AMAZONAS,BONGARA,JAZAN,M,12-17 AÑOS,PERÚ,1
2024,09,020801,ÁNCASH,CASMA,CASMA,F,12-17 AÑOS,PERÚ,2
2022,03,110504,ICA,PISCO,INDEPENDENCIA,M,60 A MAS AÑOS,PERÚ,1
2022,03,040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,F,12-17 AÑOS,PERÚ,2
2021,07,040109,AREQUIPA,AREQUIPA,MARIANO MELGAR,M,12-17 AÑOS,PERÚ,1
2020,02,140102,LAMBAYEQUE,CHICLAYO,CHONGOYAPE,F,12-17 AÑOS,PERÚ,1
2025,06,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,18-29 AÑOS,PERÚ,2
2025,04,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,12-17 AÑOS,PERÚ,2
2021,09,150110,LIMA METROPOLITANA,LIMA,COMAS,M,12-17 AÑOS,PERÚ,3
2025,02,150127,LIMA METROPOLITANA,LIMA,PUNTA NEGRA,F,12-17 AÑOS,PERÚ,1
2021,02,030101,APURIMAC,ABANCAY,ABANCAY,F,18-29 AÑOS,PERÚ,2
2024,03,040110,AREQUIPA,AREQUIPA,MIRAFLORES,F,12-17 AÑOS,PERÚ,1
2019,02,150130,LIMA METROPOLITANA,LIMA,SAN BORJA,F,60 A MAS AÑOS,PERÚ,1
2025,03,080105,CUSCO,CUSCO,SAN SEBASTIAN,F,18-29 AÑOS,PERÚ,3
2025,10,060701,CAJAMARCA,HUALGAYOC,BAMBAMARCA,F,0-5 AÑOS,PERÚ,1
2024,01,120121,JUNÍN,HUANCAYO,HUAYUCACHI,F,12-17 AÑOS,PERÚ,1
2024,09,040117,AREQUIPA,AREQUIPA,SACHACA,M,30-59 AÑOS,PERÚ,1
2020,09,130901,LA LIBERTAD,SANCHEZ CARRION,HUAMACHUCO,F,18-29 AÑOS,PERÚ,1
2024,02,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,12-17 AÑOS,PERÚ,1
2023,11,200601,PIURA,SULLANA,SULLANA,F,12-17 AÑOS,PERÚ,3
2024,06,170201,MADRE DE DIOS,MANU,MANU,M,30-59 AÑOS,PERÚ,1
2022,04,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,M,30-59 AÑOS,PERÚ,1
2024,12,120303,JUNÍN,CHANCHAMAYO,PICHANAQUI,F,18-29 AÑOS,PERÚ,2
2019,01,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,12-17 AÑOS,VENEZUELA,2
2023,12,080405,CUSCO,CALCA,PISAC,F,18-29 AÑOS,PERÚ,1
2023,02,120805,JUNÍN,YAULI,MOROCOCHA,F,12-17 AÑOS,PERÚ,1
2022,12,150136,LIMA METROPOLITANA,LIMA,SAN MIGUEL,M,30-59 AÑOS,PERÚ,1
2025,09,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,0-5 AÑOS,PERÚ,1
2021,02,130101,LA LIBERTAD,TRUJILLO,TRUJILLO,M,30-59 AÑOS,PERÚ,1
2023,02,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,12-17 AÑOS,VENEZUELA,1
2021,02,150143,LIMA METROPOLITANA,LIMA,VILLA MARIA DEL TRIUNFO,F,18-29 AÑOS,PERÚ,3
2023,03,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,M,6-11 AÑOS,PERÚ,1
2023,05,150134,LIMA METROPOLITANA,LIMA,SAN LUIS,F,6-11 AÑOS,PERÚ,1
2022,03,100102,HUÁNUCO,HUANUCO,AMARILIS,M,18-29 AÑOS,PERÚ,1
2024,02,060101,CAJAMARCA,CAJAMARCA,CAJAMARCA,F,60 A MAS AÑOS,PERÚ,1
2023,06,040208,AREQUIPA,CAMANA,SAMUEL PASTOR,F,30-59 AÑOS,PERÚ,1
2019,10,200101,PIURA,PIURA,PIURA,M,6-11 AÑOS,PERÚ,1
2025,03,200115,PIURA,PIURA,26 DE OCTUBRE,M,6-11 AÑOS,PERÚ,2
2021,03,010701,AMAZONAS,UTCUBAMBA,BAGUA GRANDE,F,12-17 AÑOS,PERÚ,3
2023,06,150601,REGIÓN LIMA,HUARAL,HUARAL,M,6-11 AÑOS,PERÚ,1
2021,02,100501,HUÁNUCO,HUAMALIES,LLATA,M,30-59 AÑOS,PERÚ,1
2021,11,120101,JUNÍN,HUANCAYO,HUANCAYO,F,18-29 AÑOS,PERÚ,1
2021,07,180302,MOQUEGUA,ILO,EL ALGARROBAL,M,18-29 AÑOS,PERÚ,1
2023,03,110101,ICA,ICA,ICA,F,60 A MAS AÑOS,PERÚ,1
2025,04,080101,CUSCO,CUSCO,CUSCO,F,12-17 AÑOS,PERÚ,7
2022,12,021803,ÁNCASH,SANTA,COISHCO,F,12-17 AÑOS,PERÚ,1
2022,05,040122,AREQUIPA,AREQUIPA,SOCABAYA,M,30-59 AÑOS,PERÚ,1
2024,02,070101,CALLAO,CALLAO,CALLAO,F,12-17 AÑOS,PERÚ,10
2019,01,150111,LIMA METROPOLITANA,LIMA,EL AGUSTINO,M,60 A MAS AÑOS,PERÚ,1
2023,02,030109,APURIMAC,ABANCAY,TAMBURCO,F,18-29 AÑOS,PERÚ,1
2021,07,040104,AREQUIPA,AREQUIPA,CERRO COLORADO,F,6-11 AÑOS,PERÚ,3
2025,05,190301,PASCO,OXAPAMPA,OXAPAMPA,M,30-59 AÑOS,PERÚ,1
2020,11,110108,ICA,ICA,SALAS,F,12-17 AÑOS,PERÚ,5
2023,01,021805,ÁNCASH,SANTA,MORO,M,12-17 AÑOS,PERÚ,1
2022,08,230101,TACNA,TACNA,TACNA,F,12-17 AÑOS,PERÚ,2
2023,02,110102,ICA,ICA,LA TINGUIÑA,F,12-17 AÑOS,PERÚ,1
2022,05,150501,REGIÓN LIMA,CAÑETE,SAN VICENTE DE CAÑETE,F,12-17 AÑOS,PERÚ,3
2025,12,150103,LIMA METROPOLITANA,LIMA,ATE,M,12-17 AÑOS,PERÚ,7
2021,02,220913,SAN MARTÍN,SAN MARTIN,SAUCE,F,12-17 AÑOS,PERÚ,1
2019,06,130201,LA LIBERTAD,ASCOPE,ASCOPE,M,18-29 AÑOS,PERÚ,1
2023,04,110401,ICA,PALPA,PALPA,M,30-59 AÑOS,PERÚ,2
2022,01,040111,AREQUIPA,AREQUIPA,MOLLEBAYA,F,12-17 AÑOS,PERÚ,1
2025,08,150601,REGIÓN LIMA,HUARAL,HUARAL,F,30-59 AÑOS,PERÚ,1
2021,10,120129,JUNÍN,HUANCAYO,SAN AGUSTIN,F,18-29 AÑOS,PERÚ,1
2024,06,120701,JUNÍN,TARMA,TARMA,M,30-59 AÑOS,PERÚ,1
2023,08,060601,CAJAMARCA,CUTERVO,CUTERVO,F,12-17 AÑOS,PERÚ,1
2024,03,100102,HUÁNUCO,HUANUCO,AMARILIS,F,12-17 AÑOS,PERÚ,8
2021,12,080104,CUSCO,CUSCO,SAN JERONIMO,M,12-17 AÑOS,PERÚ,1
2022,04,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,F,12-17 AÑOS,PERÚ,1
2021,02,130208,LA LIBERTAD,ASCOPE,CASA GRANDE,F,18-29 AÑOS,PERÚ,1
2022,02,040520,AREQUIPA,CAYLLOMA,MAJES,M,30-59 AÑOS,PERÚ,1
2022,10,230110,TACNA,TACNA,CORONEL GREGORIO ALBARRACIN LANCHIPA,F,6-11 AÑOS,PERÚ,1
2020,09,250107,UCAYALI,CORONEL PORTILLO,MANANTAY,M,0-5 AÑOS,PERÚ,2
2022,12,250201,UCAYALI,ATALAYA,RAYMONDI,F,12-17 AÑOS,PERÚ,2
2025,02,150514,REGIÓN LIMA,CAÑETE,SAN LUIS,M,12-17 AÑOS,PERÚ,1
2022,12,080101,CUSCO,CUSCO,CUSCO,F,30-59 AÑOS,PERÚ,1
2022,07,150117,LIMA METROPOLITANA,LIMA,LOS OLIVOS,M,6-11 AÑOS,PERÚ,1
2020,02,190105,PASCO,PASCO,NINACACA,F,12-17 AÑOS,PERÚ,1
2022,03,100604,HUÁNUCO,LEONCIO PRADO,JOSE CRESPO Y CASTILLO,M,12-17 AÑOS,PERÚ,1
2019,08,210203,PUNO,AZANGARO,ARAPA,F,12-17 AÑOS,PERÚ,1
2025,09,080105,CUSCO,CUSCO,SAN SEBASTIAN,M,60 A MAS AÑOS,PERÚ,1
2020,08,120706,JUNÍN,TARMA,PALCA,F,12-17 AÑOS,PERÚ,1
2019,03,130102,LA LIBERTAD,TRUJILLO,EL PORVENIR,F,12-17 AÑOS,PERÚ,3
2019,04,130104,LA LIBERTAD,TRUJILLO,HUANCHACO,F,12-17 AÑOS,PERÚ,1
2023,02,040128,AREQUIPA,AREQUIPA,YURA,F,12-17 AÑOS,PERÚ,1
2019,09,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,M,12-17 AÑOS,PERÚ,1
2020,03,010401,AMAZONAS,CONDORCANQUI,NIEVA,F,12-17 AÑOS,PERÚ,2
2023,01,061109,CAJAMARCA,SAN MIGUEL,NIEPOS,F,12-17 AÑOS,PERÚ,1
2022,03,120401,JUNÍN,JAUJA,JAUJA,M,12-17 AÑOS,PERÚ,1
2024,06,200101,PIURA,PIURA,PIURA,F,30-59 AÑOS,PERÚ,1
2025,02,040103,AREQUIPA,AREQUIPA,CAYMA,M,30-59 AÑOS,PERÚ,3
2022,11,060901,CAJAMARCA,SAN IGNACIO,SAN IGNACIO,M,12-17 AÑOS,PERÚ,1
2024,03,040102,AREQUIPA,AREQUIPA,ALTO SELVA ALEGRE,M,18-29 AÑOS,PERÚ,2
2025,10,150131,LIMA METROPOLITANA,LIMA,SAN ISIDRO,F,60 A MAS AÑOS,PERÚ,1
2019,07,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,M,18-29 AÑOS,VENEZUELA,1
2021,10,250101,UCAYALI,CORONEL PORTILLO,CALLERIA,F,12-17 AÑOS,PERÚ,5
2023,07,200501,PIURA,PAITA,PAITA,M,30-59 AÑOS,PERÚ,1
2020,11,022002,ÁNCASH,YUNGAY,CASCAPARA,M,18-29 AÑOS,PERÚ,1
2021,01,110501,ICA,PISCO,PISCO,F,12-17 AÑOS,PERÚ,2
2023,12,150103,LIMA METROPOLITANA,LIMA,ATE,F,18-29 AÑOS,PERÚ,4
2020,06,030201,APURIMAC,ANDAHUAYLAS,ANDAHUAYLAS,M,30-59 AÑOS,PERÚ,1
2019,07,140301,LAMBAYEQUE,LAMBAYEQUE,LAMBAYEQUE,M,18-29 AÑOS,PERÚ,1
2023,05,050110,AYACUCHO,HUAMANGA,SAN JUAN BAUTISTA,M,60 A MAS AÑOS,PERÚ,1
2020,06,150137,LIMA METROPOLITANA,LIMA,SANTA ANITA,F,12-17 AÑOS,PERÚ,4
2023,06,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,M,12-17 AÑOS,PERÚ,1
2019,04,250301,UCAYALI,PADRE ABAD,PADRE ABAD,F,12-17 AÑOS,PERÚ,3
2022,03,010202,AMAZONAS,BAGUA,ARAMANGO,F,12-17 AÑOS,PERÚ,1
2020,08,110101,ICA,ICA,ICA,M,30-59 AÑOS,PERÚ,1
2023,10,200101,PIURA,PIURA,PIURA,F,12-17 AÑOS,PERÚ,7
2021,04,250303,UCAYALI,PADRE ABAD,CURIMANA,F,12-17 AÑOS,PERÚ,1
2024,10,040208,AREQUIPA,CAMANA,SAMUEL PASTOR,F,12-17 AÑOS,PERÚ,1
2020,01,150112,LIMA METROPOLITANA,LIMA,INDEPENDENCIA,M,30-59 AÑOS,PERÚ,1
2022,11,160112,LORETO,MAYNAS,BELEN,F,6-11 AÑOS,PERÚ,1
2019,06,150133,LIMA METROPOLITANA,LIMA,SAN JUAN DE MIRAFLORES,F,6-11 AÑOS,PERÚ,2
2024,04,150120,LIMA METROPOLITANA,LIMA,MAGDALENA DEL MAR,M,18-29 AÑOS,PERÚ,1
2023,09,150107,LIMA METROPOLITANA,LIMA,CHACLACAYO,F,18-29 AÑOS,PERÚ,1
2022,02,150125,LIMA METROPOLITANA,LIMA,PUENTE PIEDRA,F,18-29 AÑOS,PERÚ,2
2025,05,150108,LIMA METROPOLITANA,LIMA,CHORRILLOS,M,30-59 AÑOS,PERÚ,2
2021,05,150132,LIMA METROPOLITANA,LIMA,SAN JUAN DE LURIGANCHO,F,12-17 AÑOS,PERÚ,25
2022,04,150103,LIMA METROPOLITANA,LIMA,ATE,M,30-59 AÑOS,PERÚ,11
2021,11,200115,PIURA,PIURA,26 DE OCTUBRE,F,,PERÚ,1
2020,02,061101,CAJAMARCA,SAN MIGUEL,SAN MIGUEL,F,18-29 AÑOS,PERÚ,2
2025,01,240301,TUMBES,ZARUMILLA,ZARUMILLA,F,18-29 AÑOS,PERÚ,2
2022,11,090702,HUANCAVELICA,TAYACAJA,ACOSTAMBO,F,12-17 AÑOS,PERÚ,1
2025,12,220901,SAN MARTÍN,SAN MARTIN,TARAPOTO,F,12-17 AÑOS,PERÚ,3
2025,03,150142,LIMA METROPOLITANA,LIMA,VILLA EL SALVADOR,F,60 A MAS AÑOS,PERÚ,2
2024,01,140307,LAMBAYEQUE,LAMBAYEQUE,MOTUPE,F,12-17 AÑOS,PERÚ,2
2019,07,140308,LAMBAYEQUE,LAMBAYEQUE,OLMOS,F,12-17 AÑOS,PERÚ,3
2020,03,150106,LIMA METROPOLITANA,LIMA,CARABAYLLO,F,18-29 AÑOS,PERÚ,5
2025,10,010206,AMAZONAS,BAGUA,BAGUA,M,30-59 AÑOS,PERÚ,1
2022,05,131201,LA LIBERTAD,VIRU,VIRU,F,12-17 AÑOS,PERÚ,1
2022,12,150105,LIMA METROPOLITANA,LIMA,BREÑA,F,12-17 AÑOS,VENEZUELA,1
2025,10,200101,PIURA,PIURA,PIURA,M,18-29 AÑOS,PERÚ,2
2021,02,240302,TUMBES,ZARUMILLA,AGUAS VERDES,F,18-29 AÑOS,PERÚ,1
